cod_uf,cod_munic,municipio,cod_amc,AMC,flag
Minas Gerais,3105707,Barra Longa - MG,310570,1758,0
Rio de Janeiro,3300407,Barra Mansa - RJ,33AMC9197001,2545,0
Santa Catarina,4202107,Barra Velha - SC,42AMC9197002,3604,0
Bahia,2902807,Barra da Estiva - BA,290280,1326,0
Pernambuco,2601300,Barra de Guabiraba - PE,260130,969,0
Paraíba,2501609,Barra de Santa Rosa - PB,25AMC9197005,922,0
Paraíba,2501575,Barra de Santana - PB,25AMC9197006,923,0
Alagoas,2700508,Barra de Santo Antônio - AL,27AMC9197002,1215,0
Espírito Santo,3200904,Barra de São Francisco - ES,320090,2439,0
Alagoas,2700607,Barra de São Miguel - AL,270060,1128,0
Paraíba,2501708,Barra de São Miguel - PB,250170,800,0
Mato Grosso,5101704,Barra do Bugres - MT,,4034,1
Sao Paulo,3505351,Barra do Chapéu - SP,35AMC9197004,3071,0
Bahia,2902906,Barra do Choça - BA,290290,1327,0
Maranhao,2101608,Barra do Corda - MA,21AMC9197004,327,0
Mato Grosso,5101803,Barra do Garças - MT,510180,3989,0
Rio Grande do Sul,4301859,Barra do Guarita - RS,43AMC9197064,3898,0
Paraná,4102703,Barra do Jacaré - PR,410270,3156,0
Bahia,2903003,Barra do Mendes - BA,290300,1328,0
Tocantins,1703073,Barra do Ouro - TO,17AMC9197017,239,0
Rio de Janeiro,3300308,Barra do Piraí - RJ,330030,2498,0
Rio Grande do Sul,4301875,Barra do Quaraí - RS,43AMC9197070,3904,0
Rio Grande do Sul,4301909,Barra do Ribeiro - RS,43AMC9197056,3890,0
Rio Grande do Sul,4301925,Barra do Rio Azul - RS,43AMC9197003,3839,0
Bahia,2903102,Barra do Rocha - BA,290310,1329,0
Sao Paulo,3505401,Barra do Turvo - SP,350540,2608,0
Sergipe,2800605,Barra dos Coqueiros - SE,280060,1223,0
Paraná,4102604,Barracão - PR,41AMC9197003,3393,0
Rio Grande do Sul,4301800,Barracão - RS,430180,3660,0
Piauí,2201200,Barras - PI,22AMC9197044,456,0
Ceará,2301950,Barreira - CE,230195,480,0
Bahia,2903201,Barreiras - BA,,1330,1
Piauí,2201309,Barreiras do Piauí - PI,22AMC9197015,427,0
Amazonas,1300508,Barreirinha - AM,130050,33,0
Maranhao,2101707,Barreirinhas - MA,21AMC9197005,328,0
Pernambuco,2601409,Barreiros - PE,260140,970,0
Sao Paulo,3505500,Barretos - SP,350550,2609,0
Sao Paulo,3505609,Barrinha - SP,350560,2610,0
Ceará,2302008,Barro - CE,230200,481,0
Bahia,2903235,Barro Alto - BA,290323,1331,0
Goías,5203203,Barro Alto - GO,52AMC9197002,4233,0
Piauí,2201408,Barro Duro - PI,22AMC9197043,455,0
Bahia,2903300,Barro Preto - BA,290330,1332,0
Bahia,2903276,Barrocas - BA,,1664,1
Tocantins,1703107,Barrolândia - TO,17AMC9197012,234,0
Ceará,2302057,Barroquinha - CE,230205,482,0
Rio Grande do Sul,4302006,Barros Cassal - RS,43AMC9197046,3880,0
Minas Gerais,3105905,Barroso - MG,310590,1759,0
Sao Paulo,3505708,Barueri - SP,350570,2611,0
Rio Grande do Sul,4301651,Barão - RS,,4260,1
Sao Paulo,3505005,Barão de Antonina - SP,350500,2604,0
Minas Gerais,3105400,Barão de Cocais - MG,310540,1755,0
Rio Grande do Sul,4301701,Barão de Cotegipe - RS,43AMC9197032,3866,0
Maranhao,2101509,Barão de Grajaú - MA,210150,268,0
Mato Grosso,5101605,Barão de Melgaço - MT,510160,3988,0
Minas Gerais,3105509,Barão de Monte Alto - MG,310550,1756,0
Rio Grande do Sul,4301750,Barão do Triunfo - RS,43AMC9197056,3890,0
Sao Paulo,3505807,Bastos - SP,350580,2612,0
Mato Grosso do Sul,5001904,Bataguassu - MS,500190,3919,0
Alagoas,2700706,Batalha - AL,270070,1129,0
Piauí,2201507,Batalha - PI,22AMC9197026,438,0
Sao Paulo,3505906,Batatais - SP,350590,2613,0
Mato Grosso do Sul,5002001,Batayporã - MS,500200,3920,0
Ceará,2302107,Baturité - CE,230210,483,0
Sao Paulo,3506003,Bauru - SP,350600,2614,0
Paraíba,2501807,Bayeux - PB,250180,801,0
Rio Grande do Norte,2401404,Baía Formosa - RN,240140,648,0
Paraíba,2501401,Baía da Traição - PB,250140,798,0
Sao Paulo,3506102,Bebedouro - SP,350610,2615,0
Ceará,2302206,Beberibe - CE,230220,484,0
Ceará,2302305,Bela Cruz - CE,230230,485,0
Mato Grosso do Sul,5002100,Bela Vista - MS,500210,3921,0
Paraná,4102752,Bela Vista da Caroba - PR,41AMC9197041,3431,0
Goías,5203302,Bela Vista de Goiás - GO,52AMC9197003,4234,0
Minas Gerais,3106002,Bela Vista de Minas - MG,310600,1760,0
Maranhao,2101772,Bela Vista do Maranhão - MA,21AMC9197050,373,0
Paraná,4102802,Bela Vista do Paraíso - PR,410280,3157,0
Piauí,2201556,Bela Vista do Piauí - PI,22AMC9197042,454,0
Santa Catarina,4202131,Bela Vista do Toldo - SC,42AMC9197006,3608,0
Rio de Janeiro,3300456,Belford Roxo - RJ,,2556,1
Minas Gerais,3106101,Belmiro Braga - MG,310610,1761,0
Bahia,2903409,Belmonte - BA,290340,1333,0
Santa Catarina,4202156,Belmonte - SC,42AMC9197033,3635,0
Bahia,2903508,Belo Campo - BA,290350,1334,0
Minas Gerais,3106200,Belo Horizonte - MG,310620,1762,0
Pernambuco,2601706,Belo Jardim - PE,260170,973,0
Alagoas,2700904,Belo Monte - AL,270090,1131,0
Minas Gerais,3106309,Belo Oriente - MG,310630,1763,0
Minas Gerais,3106408,Belo Vale - MG,310640,1764,0
Pará,1501451,Belterra - PA,15AMC9197018,179,0
Maranhao,2101731,Belágua - MA,21AMC9197048,371,0
Alagoas,2700805,Belém - AL,270080,1130,0
Pará,1501402,Belém - PA,150140,102,0
Paraíba,2501906,Belém - PB,250190,802,0
Pernambuco,2601508,Belém de Maria - PE,260150,971,0
Paraíba,2502003,Belém do Brejo do Cruz - PB,250200,803,0
Piauí,2201572,Belém do Piauí - PI,22AMC9197022,434,0
Pernambuco,2601607,Belém do São Francisco - PE,260160,972,0
Piauí,2201606,Beneditinos - PI,22AMC9197043,455,0
Maranhao,2101806,Benedito Leite - MA,21AMC9197031,354,0
Santa Catarina,4202206,Benedito Novo - SC,420220,3465,0
Pará,1501501,Benevides - PA,15AMC9197003,164,0
Amazonas,1300607,Benjamin Constant - AM,130060,34,0
Rio Grande do Sul,4302055,Benjamin Constant do Sul - RS,43AMC9197059,3893,0
Rio Grande do Norte,2401602,Bento Fernandes - RN,240160,651,0
Rio Grande do Sul,4302105,Bento Gonçalves - RS,,4260,1
Sao Paulo,3506201,Bento de Abreu - SP,350620,2616,0
Maranhao,2101905,Bequimão - MA,210190,269,0
Minas Gerais,3106507,Berilo - MG,31AMC9197007,2349,0
Minas Gerais,3106655,Berizal - MG,31AMC9197078,2420,0
Paraíba,2502052,Bernardino Batista - PB,25AMC9197037,954,0
Sao Paulo,3506300,Bernardino de Campos - SP,350630,2617,0
Tocantins,1703206,Bernardo Sayão - TO,170320,198,0
Maranhao,2101939,Bernardo do Mearim - MA,21AMC9197021,344,0
Sao Paulo,3506359,Bertioga - SP,35AMC9197048,3115,0
Piauí,2201705,Bertolínia - PI,22AMC9197045,457,0
Minas Gerais,3106606,Bertópolis - MG,31AMC9197008,2350,0
Amazonas,1300631,Beruri - AM,130063,35,0
Minas Gerais,3106705,Betim - MG,310670,1765,0
Pernambuco,2601805,Betânia - PE,260180,974,0
Piauí,2201739,Betânia do Piauí - PI,22AMC9197024,436,0
Pernambuco,2601904,Bezerros - PE,260190,975,0
Minas Gerais,3106804,Bias Fortes - MG,310680,1766,0
Minas Gerais,3106903,Bicas - MG,310690,1767,0
Santa Catarina,4202305,Biguaçu - SC,420230,3466,0
Sao Paulo,3506409,Bilac - SP,350640,2618,0
Minas Gerais,3107000,Biquinhas - MG,310700,1768,0
Sao Paulo,3506508,Birigui - SP,350650,2619,0
Sao Paulo,3506607,Biritiba-Mirim - SP,350660,2620,0
Bahia,2903607,Biritinga - BA,290360,1335,0
Paraná,4102901,Bituruna - PR,410290,3158,0
Santa Catarina,4202404,Blumenau - SC,420240,3467,0
Espírito Santo,3201001,Boa Esperança - ES,320100,2440,0
Minas Gerais,3107109,Boa Esperança - MG,310710,1769,0
Paraná,4103008,Boa Esperança - PR,410300,3159,0
Paraná,4103024,Boa Esperança do Iguaçu - PR,41AMC9197013,3403,0
Sao Paulo,3506706,Boa Esperança do Sul - SP,35AMC9197009,3076,0
Piauí,2201770,Boa Hora - PI,22AMC9197044,456,0
Bahia,2903706,Boa Nova - BA,290370,1336,0
Paraíba,2502102,Boa Ventura - PB,250210,804,0
Paraná,4103040,Boa Ventura de São Roque - PR,41AMC9197044,3434,0
Ceará,2302404,Boa Viagem - CE,230240,486,0
Paraíba,2502151,Boa Vista - PB,25AMC9197010,927,0
Roraima,1400100,Boa Vista - RR,14AMC9197001,88,0
Paraná,4103057,Boa Vista da Aparecida - PR,410305,3160,0
Rio Grande do Sul,4302154,Boa Vista das Missões - RS,43AMC9197039,3873,0
Rio Grande do Sul,4302204,Boa Vista do Buricá - RS,43AMC9197020,3855,0
Maranhao,2101970,Boa Vista do Gurupi - MA,21AMC9197010,333,0
Rio Grande do Sul,4302238,Boa Vista do Incra - RS,,4258,1
Amazonas,1300680,Boa Vista do Ramos - AM,130068,36,0
Rio Grande do Sul,4302253,Boa Vista do Sul - RS,,4260,1
Bahia,2903805,Boa Vista do Tupim - BA,290380,1337,0
Alagoas,2701001,Boca da Mata - AL,270100,1132,0
Amazonas,1300706,Boca do Acre - AM,130070,37,0
Piauí,2201804,Bocaina - PI,220180,378,0
Sao Paulo,3506805,Bocaina - SP,350680,2621,0
Minas Gerais,3107208,Bocaina de Minas - MG,310720,1770,0
Santa Catarina,4202438,Bocaina do Sul - SC,42AMC9197018,3620,0
Minas Gerais,3107307,Bocaiúva - MG,31AMC9197009,2351,0
Paraná,4103107,Bocaiúva do Sul - PR,41AMC9197004,3394,0
Pernambuco,2602001,Bodocó - PE,260200,976,0
Mato Grosso do Sul,5002159,Bodoquena - MS,500215,3922,0
Rio Grande do Norte,2401651,Bodó - RN,24AMC9197010,784,0
Sao Paulo,3506904,Bofete - SP,350690,2622,0
Sao Paulo,3507001,Boituva - SP,350700,2623,0
Pernambuco,2602100,Bom Conselho - PE,260210,977,0
Minas Gerais,3107406,Bom Despacho - MG,310740,1771,0
Maranhao,2102002,Bom Jardim - MA,21AMC9197006,329,0
Pernambuco,2602209,Bom Jardim - PE,260220,978,0
Rio de Janeiro,3300506,Bom Jardim - RJ,330050,2499,0
Santa Catarina,4202503,Bom Jardim da Serra - SC,420250,3468,0
Goías,5203401,Bom Jardim de Goiás - GO,520340,4073,0
Minas Gerais,3107505,Bom Jardim de Minas - MG,310750,1772,0
Paraíba,2502201,Bom Jesus - PB,250220,805,0
Piauí,2201903,Bom Jesus - PI,22AMC9197004,416,0
Rio Grande do Norte,2401701,Bom Jesus - RN,240170,652,0
Rio Grande do Sul,4302303,Bom Jesus - RS,43AMC9197009,3844,0
Santa Catarina,4202537,Bom Jesus - SC,42AMC9197045,3647,0
Bahia,2903904,Bom Jesus da Lapa - BA,290390,1338,0
Minas Gerais,3107604,Bom Jesus da Penha - MG,310760,1773,0
Bahia,2903953,Bom Jesus da Serra - BA,290395,1339,0
Maranhao,2102036,Bom Jesus das Selvas - MA,21AMC9197042,365,0
Goías,5203500,Bom Jesus de Goiás - GO,520350,4074,0
Minas Gerais,3107703,Bom Jesus do Amparo - MG,310770,1774,0
Minas Gerais,3107802,Bom Jesus do Galho - MG,310780,1775,0
Rio de Janeiro,3300605,Bom Jesus do Itabapoana - RJ,330060,2500,0
Espírito Santo,3201100,Bom Jesus do Norte - ES,320110,2441,0
Santa Catarina,4202578,Bom Jesus do Oeste - SC,42AMC9197032,3634,0
Paraná,4103156,Bom Jesus do Sul - PR,41AMC9197003,3393,0
Pará,1501576,Bom Jesus do Tocantins - PA,15AMC9197004,165,0
Tocantins,1703305,Bom Jesus do Tocantins - TO,17AMC9197022,244,0
Sao Paulo,3507100,Bom Jesus dos Perdões - SP,350710,2624,0
Maranhao,2102077,Bom Lugar - MA,21AMC9197013,336,0
Rio Grande do Sul,4302352,Bom Princípio - RS,430235,3661,0
Piauí,2201919,Bom Princípio do Piauí - PI,22AMC9197026,438,0
Rio Grande do Sul,4302378,Bom Progresso - RS,43AMC9197067,3901,0
Minas Gerais,3107901,Bom Repouso - MG,310790,1776,0
Santa Catarina,4202602,Bom Retiro - SC,420260,3469,0
Rio Grande do Sul,4302402,Bom Retiro do Sul - RS,43AMC9197010,3845,0
Minas Gerais,3108008,Bom Sucesso - MG,310800,1777,0
Paraíba,2502300,Bom Sucesso - PB,250230,806,0
Paraná,4103206,Bom Sucesso - PR,410320,3161,0
Sao Paulo,3507159,Bom Sucesso de Itararé - SP,35AMC9197028,3095,0
Paraná,4103222,Bom Sucesso do Sul - PR,41AMC9197039,3429,0
Santa Catarina,4202453,Bombinhas - SC,42AMC9197024,3626,0
Minas Gerais,3108107,Bonfim - MG,310810,1778,0
Roraima,1400159,Bonfim - RR,14AMC9197002,89,0
Piauí,2201929,Bonfim do Piauí - PI,22AMC9197040,452,0
Goías,5203559,Bonfinópolis - GO,520355,4075,0
Minas Gerais,3108206,Bonfinópolis de Minas - MG,31AMC9197010,2352,0
Bahia,2904001,Boninal - BA,290400,1340,0
Bahia,2904050,Bonito - BA,290405,1341,0
Mato Grosso do Sul,5002209,Bonito - MS,500220,3923,0
Pará,1501600,Bonito - PA,150160,103,0
Pernambuco,2602308,Bonito - PE,260230,979,0
Minas Gerais,3108255,Bonito de Minas - MG,31AMC9197041,2383,0
Paraíba,2502409,Bonito de Santa Fé - PB,250240,807,0
Goías,5203575,Bonópolis - GO,52AMC9197021,4252,0
Paraíba,2502508,Boqueirão - PB,25AMC9197006,923,0
Rio Grande do Sul,4302451,Boqueirão do Leão - RS,430245,3662,0
Piauí,2201945,Boqueirão do Piauí - PI,22AMC9197005,417,0
Sergipe,2800670,Boquim - SE,280067,1224,0
Bahia,2904100,Boquira - BA,290410,1342,0
Sao Paulo,3507308,Boracéia - SP,350730,2626,0
Amazonas,1300805,Borba - AM,130080,38,0
Paraíba,2502706,Borborema - PB,250270,809,0
Sao Paulo,3507407,Borborema - SP,350740,2627,0
Minas Gerais,3108305,Borda da Mata - MG,31AMC9197011,2353,0
Sao Paulo,3507456,Borebi - SP,35AMC9197032,3099,0
Paraná,4103305,Borrazópolis - PR,410330,3162,0
Sao Paulo,3507209,Borá - SP,350720,2625,0
Rio Grande do Sul,4302501,Bossoroca - RS,430250,3663,0
Minas Gerais,3108404,Botelhos - MG,310840,1779,0
Sao Paulo,3507506,Botucatu - SP,350750,2628,0
Minas Gerais,3108503,Botumirim - MG,310850,1780,0
Bahia,2904209,Botuporã - BA,290420,1343,0
Santa Catarina,4202701,Botuverá - SC,420270,3470,0
Rio Grande do Sul,4302584,Bozano - RS,,3864,1
Rio Grande do Sul,4302600,Braga - RS,430260,3664,0
Paraná,4103354,Braganey - PR,410335,3163,0
Pará,1501709,Bragança - PA,15AMC9197005,166,0
Sao Paulo,3507605,Bragança Paulista - SP,35AMC9197010,3077,0
Alagoas,2701100,Branquinha - AL,270110,1133,0
Pará,1501725,Brasil Novo - PA,15AMC9197002,163,0
Piauí,2201960,Brasileira - PI,22AMC9197026,438,0
Mato Grosso do Sul,5002308,Brasilândia - MS,500230,3924,0
Minas Gerais,3108552,Brasilândia de Minas - MG,31AMC9197043,2385,0
Paraná,4103370,Brasilândia do Sul - PR,41AMC9197002,3392,0
Tocantins,1703602,Brasilândia do Tocantins - TO,17AMC9197028,250,0
Acre,1200104,Brasiléia - AC,12AMC9197003,22,0
Mato Grosso,5101902,Brasnorte - MT,510190,3990,0
Distrito Federal,5300108,Brasília - DF,530010,4257,0
Minas Gerais,3108602,Brasília de Minas - MG,31AMC9197012,2354,0
Minas Gerais,3108909,Brasópolis - MG,310890,1783,0
Goías,5203609,Brazabrantes - GO,520360,4076,0
Santa Catarina,4202800,Braço do Norte - SC,420280,3471,0
Santa Catarina,4202859,Braço do Trombudo - SC,42AMC9197039,3641,0
Sao Paulo,3507704,Braúna - SP,350770,2629,0
Minas Gerais,3108800,Braúnas - MG,310880,1782,0
Espírito Santo,3201159,Brejetuba - ES,32AMC9197001,2486,0
Pernambuco,2602506,Brejinho - PE,260250,981,0
Rio Grande do Norte,2401800,Brejinho - RN,240180,653,0
Tocantins,1703701,Brejinho de Nazaré - TO,17AMC9197010,232,0
Maranhao,2102101,Brejo - MA,21AMC9197007,330,0
Sao Paulo,3507753,Brejo Alegre - SP,35AMC9197016,3083,0
Sergipe,2800704,Brejo Grande - SE,280070,1225,0
Pará,1501758,Brejo Grande do Araguaia - PA,15AMC9197006,167,0
Ceará,2302503,Brejo Santo - CE,230250,487,0
Pernambuco,2602605,Brejo da Madre de Deus - PE,260260,982,0
Maranhao,2102150,Brejo de Areia - MA,21AMC9197001,324,0
Paraíba,2502805,Brejo do Cruz - PB,25AMC9197007,924,0
Piauí,2201988,Brejo do Piauí - PI,22AMC9197036,448,0
Paraíba,2502904,Brejo dos Santos - PB,250290,810,0
Bahia,2904407,Brejolândia - BA,290440,1345,0
Pernambuco,2602407,Brejão - PE,260240,980,0
Bahia,2904308,Brejões - BA,290430,1344,0
Pará,1501782,Breu Branco - PA,15AMC9197002,163,0
Pará,1501808,Breves - PA,150180,104,0
Goías,5203807,Britânia - GO,520380,4077,0
Rio Grande do Sul,4302659,Brochier - RS,43AMC9197034,3868,0
Sao Paulo,3507803,Brodowski - SP,350780,2630,0
Sao Paulo,3507902,Brotas - SP,350790,2631,0
Bahia,2904506,Brotas de Macaúbas - BA,290450,1346,0
Minas Gerais,3109006,Brumadinho - MG,310900,1784,0
Bahia,2904605,Brumado - BA,290460,1347,0
Santa Catarina,4202875,Brunópolis - SC,42AMC9197005,3607,0
Santa Catarina,4202909,Brusque - SC,420290,3472,0
Minas Gerais,3108701,Brás Pires - MG,310870,1781,0
Minas Gerais,3109105,Bueno Brandão - MG,310910,1785,0
Pernambuco,2602704,Buenos Aires - PE,260270,983,0
Minas Gerais,3109204,Buenópolis - MG,310920,1786,0
Bahia,2904704,Buerarema - BA,290470,1348,0
Minas Gerais,3109253,Bugre - MG,31AMC9197029,2371,0
Acre,1200138,Bujari - AC,12AMC9197003,22,0
Pará,1501907,Bujaru - PA,150190,105,0
Sao Paulo,3508009,Buri - SP,350800,2632,0
Sao Paulo,3508108,Buritama - SP,350810,2633,0
Maranhao,2102200,Buriti - MA,210220,270,0
Goías,5203906,Buriti Alegre - GO,520390,4078,0
Maranhao,2102309,Buriti Bravo - MA,210230,271,0
Goías,5203939,Buriti de Goiás - GO,52AMC9197018,4249,0
Tocantins,1703800,Buriti do Tocantins - TO,17AMC9197029,251,0
Piauí,2202000,Buriti dos Lopes - PI,22AMC9197026,438,0
Piauí,2202026,Buriti dos Montes - PI,22AMC9197006,418,0
Maranhao,2102325,Buriticupu - MA,21AMC9197042,365,0
Goías,5203962,Buritinópolis - GO,52AMC9197016,4247,0
Bahia,2904753,Buritirama - BA,290475,1349,0
Maranhao,2102358,Buritirana - MA,21AMC9197023,346,0
Minas Gerais,3109303,Buritis - MG,310930,1787,0
Rondônia,1100452,Buritis - RO,11AMC9197006,14,0
Sao Paulo,3508207,Buritizal - SP,350820,2634,0
Minas Gerais,3109402,Buritizeiro - MG,310940,1788,0
Rio Grande do Sul,4302709,Butiá - RS,43AMC9197011,3846,0
Pernambuco,2602803,Buíque - PE,260280,984,0
Sao Paulo,3504800,Bálsamo - SP,350480,2603,0
Amazonas,1300839,Caapiranga - AM,130083,39,0
Paraíba,2503001,Caaporã - PB,250300,811,0
Mato Grosso do Sul,5002407,Caarapó - MS,500240,3925,0
Bahia,2904803,Caatiba - BA,290480,1350,0
Paraíba,2503100,Cabaceiras - PB,25AMC9197008,925,0
Bahia,2904852,Cabaceiras do Paraguaçu - BA,290485,1351,0
Minas Gerais,3109451,Cabeceira Grande - MG,31AMC9197085,2427,0
Goías,5204003,Cabeceiras - GO,520400,4079,0
Piauí,2202059,Cabeceiras do Piauí - PI,22AMC9197044,456,0
Paraíba,2503209,Cabedelo - PB,250320,812,0
Rondônia,1100031,Cabixi - RO,11AMC9197002,10,0
Rio de Janeiro,3300704,Cabo Frio - RJ,33AMC9197002,2546,0
Minas Gerais,3109501,Cabo Verde - MG,310950,1789,0
Pernambuco,2602902,Cabo de Santo Agostinho - PE,260290,985,0
Sao Paulo,3508405,Cabreúva - SP,350840,2636,0
Pernambuco,2603009,Cabrobó - PE,260300,986,0
Sao Paulo,3508306,Cabrália Paulista - SP,350830,2635,0
Rondônia,1100601,Cacaulândia - RO,11AMC9197006,14,0
Rio Grande do Sul,4302907,Cacequi - RS,430290,3666,0
Bahia,2904902,Cachoeira - BA,290490,1352,0
Goías,5204102,Cachoeira Alta - GO,520410,4080,0
Goías,5204250,Cachoeira Dourada - GO,520425,4082,0
Minas Gerais,3109808,Cachoeira Dourada - MG,310980,1792,0
Maranhao,2102374,Cachoeira Grande - MA,21AMC9197028,351,0
Sao Paulo,3508603,Cachoeira Paulista - SP,350860,2638,0
Minas Gerais,3109600,Cachoeira da Prata - MG,310960,1790,0
Goías,5204201,Cachoeira de Goiás - GO,520420,4081,0
Minas Gerais,3109709,Cachoeira de Minas - MG,310970,1791,0
Minas Gerais,3102704,Cachoeira de Pajeú - MG,310270,1728,0
Pará,1502004,Cachoeira do Arari - PA,150200,106,0
Pará,1501956,Cachoeira do Piriá - PA,15AMC9197012,173,0
Rio Grande do Sul,4303004,Cachoeira do Sul - RS,43AMC9197012,3847,0
Paraíba,2503308,Cachoeira dos Índios - PB,250330,813,0
Rio de Janeiro,3300803,Cachoeiras de Macacu - RJ,330080,2501,0
Pernambuco,2603108,Cachoeirinha - PE,260310,987,0
Rio Grande do Sul,4303103,Cachoeirinha - RS,430310,3667,0
Tocantins,1703826,Cachoeirinha - TO,17AMC9197031,253,0
Espírito Santo,3201209,Cachoeiro de Itapemirim - ES,320120,2442,0
Paraíba,2503407,Cacimba de Areia - PB,250340,814,0
Paraíba,2503506,Cacimba de Dentro - PB,250350,815,0
Paraíba,2503555,Cacimbas - PB,25AMC9197013,930,0
Alagoas,2701209,Cacimbinhas - AL,27AMC9197004,1217,0
Rio Grande do Sul,4303202,Cacique Doble - RS,43AMC9197057,3891,0
Rondônia,1100049,Cacoal - RO,11AMC9197001,9,0
Sao Paulo,3508702,Caconde - SP,350870,2639,0
Bahia,2905008,Caculé - BA,290500,1353,0
Bahia,2905156,Caetanos - BA,290515,1355,0
Minas Gerais,3109907,Caetanópolis - MG,310990,1793,0
Bahia,2905206,Caetité - BA,290520,1356,0
Minas Gerais,3110004,Caeté - MG,311000,1794,0
Pernambuco,2603207,Caetés - PE,260320,988,0
Bahia,2905305,Cafarnaum - BA,290530,1357,0
Paraná,4103404,Cafeara - PR,410340,3164,0
Paraná,4103453,Cafelândia - PR,410345,3165,0
Sao Paulo,3508801,Cafelândia - SP,350880,2640,0
Paraná,4103479,Cafezal do Sul - PR,41AMC9197023,3413,0
Sao Paulo,3508900,Caiabu - SP,350890,2641,0
Minas Gerais,3110103,Caiana - MG,311010,1795,0
Goías,5204409,Caiapônia - GO,520440,4084,0
Rio Grande do Sul,4303301,Caibaté - RS,430330,3668,0
Santa Catarina,4203105,Caibi - SC,420310,3473,0
Rio Grande do Norte,2402006,Caicó - RN,240200,655,0
Sao Paulo,3509007,Caieiras - SP,350900,2642,0
Bahia,2905404,Cairu - BA,290540,1358,0
Sao Paulo,3509106,Caiuá - SP,350910,2643,0
Paraíba,2503605,Caiçara - PB,25AMC9197009,926,0
Rio Grande do Sul,4303400,Caiçara - RS,430340,3669,0
Rio Grande do Norte,2401859,Caiçara do Norte - RN,24AMC9197011,785,0
Rio Grande do Norte,2401909,Caiçara do Rio do Vento - RN,240190,654,0
Sao Paulo,3509205,Cajamar - SP,350920,2644,0
Maranhao,2102408,Cajapió - MA,21AMC9197008,331,0
Maranhao,2102507,Cajari - MA,210250,272,0
Sao Paulo,3509254,Cajati - SP,35AMC9197029,3096,0
Paraíba,2503704,Cajazeiras - PB,250370,816,0
Piauí,2202075,Cajazeiras do Piauí - PI,22AMC9197021,433,0
Paraíba,2503753,Cajazeirinhas - PB,25AMC9197023,940,0
Sao Paulo,3509304,Cajobi - SP,35AMC9197011,3078,0
Alagoas,2701308,Cajueiro - AL,270130,1134,0
Piauí,2202083,Cajueiro da Praia - PI,22AMC9197026,438,0
Minas Gerais,3110202,Cajuri - MG,311020,1796,0
Sao Paulo,3509403,Cajuru - SP,35AMC9197012,3079,0
Minas Gerais,3110301,Caldas - MG,311030,1797,0
Paraíba,2503803,Caldas Brandão - PB,25AMC9197022,939,0
Goías,5204508,Caldas Novas - GO,520450,4085,0
Goías,5204557,Caldazinha - GO,52AMC9197003,4234,0
Bahia,2905503,Caldeirão Grande - BA,290550,1359,0
Piauí,2202091,Caldeirão Grande do Piauí - PI,22AMC9197014,426,0
Paraná,4103503,Califórnia - PR,410350,3166,0
Santa Catarina,4203154,Calmon - SC,42AMC9197019,3621,0
Pernambuco,2603405,Calumbi - PE,260340,990,0
Pernambuco,2603306,Calçado - PE,260330,989,0
Amapá,1600204,Calçoene - AP,160020,185,0
Bahia,2905602,Camacan - BA,290560,1360,0
Minas Gerais,3110400,Camacho - MG,311040,1798,0
Paraíba,2503902,Camalaú - PB,250390,817,0
Bahia,2905800,Camamu - BA,290580,1362,0
Minas Gerais,3110509,Camanducaia - MG,311050,1799,0
