Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
SC-NOVA TRENTO;0;0;0;0;0;0;0;0;0
SC-NOVA VENEZA;0;0;0;0;0;0;0;0;0
SC-NOVO HORIZONTE;0;0;0;0;0;0;0;0;0
SC-ORLEANS;0;0;0;0;0;0;0;0;0
SC-OTACILIO COSTA;0;0;0;0;0;0;0;0;0
SC-OURO;0;0;0;0;0;0;0;0;0
SC-OURO VERDE;0;0;0;0;0;0;0;0;0
SC-PAIAL;0;0;0;0;0;0;0;0;0
SC-PAINEL;0;0;0;0;0;0;0;0;0
SC-PALHOCA;0;0;0;0;0;0;0;0;0
SC-PALMA SOLA;0;0;0;0;0;0;0;0;0
SC-PALMEIRA;0;0;0;0;0;0;0;0;0
SC-PALMITOS;0;0;0;0;0;0;0;0;0
SC-PAPANDUVA;0;0;0;0;0;0;8435,0699999989;0;8435,0699999989
SC-PARAISO;0;0;0;0;0;0;0;0;0
SC-PASSO DE TORRES;0;0;0;0;0;0;0;0;0
SC-PASSOS MAIA;0;0;0;0;0;0;0;0;0
SC-PAULO LOPES;0;0;0;0;0;0;0;0;0
SC-PEDRAS GRANDES;0;0;0;0;0;0;0;0;0
SC-PENHA;0;0;0;0;0;0;0;0;0
SC-PERITIBA;0;0;0;0;0;0;0;0;0
SC-PESCARIA BRAVA;0;0;0;0;0;0;0;0;0
SC-PETROLANDIA;0;0;0;0;0;0;0;0;0
SC-BALNEARIO PICARRAS;0;0;0;0;0;0;0;0;0
SC-PINHALZINHO;0;0;0;0;0;0;0;0;0
SC-PINHEIRO PRETO;0;0;0;0;0;0;0;0;0
SC-PIRATUBA;0;0;0;0;0;0;0;0;0
SC-PLANALTO ALEGRE;0;0;0;0;0;0;0;0;0
SC-POMERODE;0;0;0;0;0;0;0;0;0
SC-PONTE ALTA;0;0;0;0;0;0;0;0;0
SC-PONTE ALTA DO NORTE;0;0;0;0;0;0;0;0;0
SC-PONTE SERRADA;0;0;0;0;0;0;0;0;0
SC-PORTO BELO;0;0;0;0;0;0;0;0;0
SC-PORTO UNIAO;0;0;0;0;0;0;0;0;0
SC-POUSO REDONDO;0;0;0;0;0;0;0;0;0
SC-PRAIA GRANDE;0;0;0;0;0;0;0;0;0
SC-PRESIDENTE CASTELLO BRANCO;0;0;0;0;0;0;0;0;0
SC-PRESIDENTE GETULIO;0;0;0;0;0;0;0;0;0
SC-PRESIDENTE NEREU;0;0;0;0;0;0;0;0;0
SC-PRINCESA;0;0;0;0;0;0;0;0;0
SC-QUILOMBO;0;0;0;0;0;0;0;0;0
SC-RANCHO QUEIMADO;0;0;0;0;0;0;0;0;0
SC-RIO DAS ANTAS;0;0;0;0;0;0;0;0;0
SC-RIO DO CAMPO;0;0;0;0;0;0;0;0;0
SC-RIO DO OESTE;0;0;0;0;0;0;0;0;0
SC-RIO DOS CEDROS;0;0;0;0;0;0;0;0;0
SC-RIO DO SUL;0;0;0;0;0;0;0;0;0
SC-RIO FORTUNA;0;0;0;0;0;0;0;0;0
SC-RIO NEGRINHO;0;0;0;0;0;0;0;0;0
SC-RIO RUFINO;0;0;0;0;0;0;0;0;0
SC-RIQUEZA;0;0;0;0;0;0;0;0;0
SC-RODEIO;0;0;0;0;0;0;0;0;0
SC-ROMELANDIA;0;0;0;0;0;0;0;0;0
SC-SALETE;0;0;0;0;0;0;0;0;0
SC-SALTINHO;0;0;0;0;0;0;0;0;0
SC-SALTO VELOSO;0;0;0;0;0;0;0;0;0
SC-SANGAO;0;0;0;0;0;0;0;0;0
SC-SANTA CECILIA;0;0;0;0;0;0;0;0;0
SC-SANTA HELENA;0;0;0;0;0;0;0;0;0
SC-SANTA ROSA DE LIMA;0;0;0;0;0;0;0;0;0
SC-SANTA ROSA DO SUL;0;0;0;0;0;0;0;0;0
SC-SANTA TEREZINHA;0;0;0;0;0;0;0;0;0
SC-SANTA TEREZINHA DO PROGRESSO;0;0;0;0;0;0;0;0;0
SC-SANTIAGO DO SUL;0;0;0;0;0;0;0;0;0
SC-SANTO AMARO DA IMPERATRIZ;0;0;0;0;0;0;0;0;0
SC-SAO BERNARDINO;0;0;0;0;0;0;0;0;0
SC-SAO BENTO DO SUL;0;0;0;0;0;0;0;0;0
SC-SAO BONIFACIO;0;0;0;0;0;0;0;0;0
SC-SAO CARLOS;0;0;0;0;0;0;0;0;0
SC-SAO CRISTOVAO DO SUL;0;0;0;0;0;0;0;0;0
SC-SAO DOMINGOS;0;0;0;0;0;0;0;0;0
SC-SAO FRANCISCO DO SUL;0;0;0;0;0;0;0;0;0
SC-SAO JOAO DO OESTE;0;0;0;0;0;0;0;0;0
SC-SAO JOAO BATISTA;0;0;0;0;0;0;0;0;0
SC-SAO JOAO DO ITAPERIU;0;0;0;0;0;0;0;0;0
SC-SAO JOAO DO SUL;0;0;0;0;0;0;0;0;0
SC-SAO JOAQUIM;0;0;0;0;0;0;0;0;0
SC-SAO JOSE;0;0;0;0;0;0;0;0;0
SC-SAO JOSE DO CEDRO;0;0;0;0;0;0;0;0;0
SC-SAO JOSE DO CERRITO;0;0;0;0;0;0;0;0;0
SC-SAO LOURENCO DO OESTE;0;0;0;0;0;0;0;0;0
SC-SAO LUDGERO;0;0;0;0;0;0;0;0;0
SC-SAO MARTINHO;0;0;0;0;0;0;0;0;0
SC-SAO MIGUEL DA BOA VISTA;0;0;0;0;0;0;0;0;0
SC-SAO MIGUEL DO OESTE;0;0;0;0;0;0;0;0;0
SC-SAO PEDRO DE ALCANTARA;0;0;0;0;0;0;0;0;0
SC-SAUDADES;0;0;0;0;0;0;0;0;0
SC-SCHROEDER;0;0;0;0;0;0;0;0;0
SC-SEARA;0;0;0;0;0;0;0;0;0
SC-SERRA ALTA;0;0;0;0;0;0;0;0;0
SC-SIDEROPOLIS;0;0;0;0;0;0;0;0;0
SC-SOMBRIO;0;0;0;0;0;0;0;0;0
SC-SUL BRASIL;0;0;0;0;0;0;0;0;0
SC-TAIO;0;0;0;0;0;0;0;0;0
SC-TANGARA;0;0;0;0;0;0;0;0;0
SC-TIGRINHOS;0;0;0;0;0;0;0;0;0
SC-TIJUCAS;0;0;0;0;0;0;0;0;0
SC-TIMBE DO SUL;0;0;0;0;0;0;0;0;0
SC-TIMBO;0;0;0;0;0;0;0;0;0
SC-TIMBO GRANDE;0;0;0;0;0;0;0;0;0
SC-TRES BARRAS;0;0;0;0;0;0;0;0;0
SC-TREVISO;0;0;0;0;0;0;0;0;0
SC-TREZE DE MAIO;0;0;0;0;0;0;0;0;0
SC-TREZE TILIAS;0;0;0;0;0;0;0;0;0
SC-TROMBUDO CENTRAL;0;0;0;0;0;0;0;0;0
SC-TUBARAO;0;0;0;0;0;0;0;0;0
SC-TUNAPOLIS;0;0;0;0;0;0;0;0;0
SC-TURVO;0;0;0;0;0;0;0;0;0
SC-UNIAO DO OESTE;0;0;0;0;0;0;0;0;0
SC-URUBICI;0;0;0;0;0;0;0;0;0
SC-URUPEMA;0;0;0;0;0;0;0;0;0
SC-URUSSANGA;0;0;0;0;0;0;0;0;0
SC-VARGEAO;0;0;0;0;0;0;0;0;0
SC-VARGEM;0;0;0;0;0;0;0;0;0
SC-VARGEM BONITA;0;0;0;0;0;0;0;0;0
SC-VIDAL RAMOS;0;0;0;0;0;0;0;0;0
SC-VIDEIRA;0;0;0;0;0;0;0;0;0
SC-VITOR MEIRELES;0;0;0;0;0;0;0;0;0
SC-WITMARSUM;0;0;0;0;0;0;0;0;0
SC-XANXERE;0;0;0;0;0;0;1228,5;0;1228,5
SC-XAVANTINA;0;0;0;0;0;0;0;0;0
SC-XAXIM;0;0;0;0;0;0;0;0;0
SC-ZORTEA;0;0;0;0;0;0;0;0;0
SC-BALNEARIO RINCAO;0;0;0;0;0;0;0;0;0
SC-IGNORADO;0;0;0;0;0;0;0;0;0
RS-ACEGUA;0;0;0;0;0;0;0;0;0
RS-AGUA SANTA;0;0;0;0;0;0;0;0;0
RS-AGUDO;0;0;0;0;0;0;0;0;0
RS-AJURICABA;0;0;0;0;0;0;1352,97999999998;0;1352,97999999998
RS-ALECRIM;0;0;0;0;0;0;0;0;0
RS-ALEGRETE;0;0;0;0;0;0;5152,59999999916;0;5152,59999999916
RS-ALEGRIA;0;0;0;0;0;0;372,509999999776;0;372,509999999776
RS-ALMIRANTE TAMANDARE DO SUL;0;0;0;0;0;0;0;0;0
RS-ALPESTRE;0;0;0;0;0;0;0;0;0
RS-ALTO ALEGRE;0;0;0;0;0;0;0;0;0
RS-ALTO FELIZ;0;0;0;0;0;0;0;0;0
RS-ALVORADA;0;0;0;0;0;0;0;0;0
RS-AMARAL FERRADOR;0;0;0;0;0;0;0;0;0
RS-AMETISTA DO SUL;0;0;0;0;0;0;0;0;0
RS-ANDRE DA ROCHA;0;0;0;0;0;0;1533,91000000015;0;1533,91000000015
RS-ANTA GORDA;0;0;0;0;0;0;0;0;0
RS-ANTONIO PRADO;0;0;0;0;0;0;0;0;0
RS-ARAMBARE;0;0;0;0;0;0;0;0;0
RS-ARARICA;0;0;0;0;0;0;0;0;0
RS-ARATIBA;0;0;0;0;0;0;0;0;0
RS-ARROIO DO MEIO;0;0;0;0;0;0;0;0;0
RS-ARROIO DO SAL;0;0;0;0;0;0;0;0;0
RS-ARROIO DO PADRE;0;0;0;0;0;0;0;0;0
RS-ARROIO DOS RATOS;0;0;0;0;0;0;0;0;0
RS-ARROIO DO TIGRE;0;0;0;0;0;0;0;0;0
RS-ARROIO GRANDE;0;0;0;0;0;0;0;0;0
RS-ARVOREZINHA;0;0;0;0;0;0;0;0;0
RS-AUGUSTO PESTANA;0;0;0;0;0;0;1415,31999999983;0;1415,31999999983
RS-AUREA;0;0;0;0;0;0;0;0;0
RS-BAGE;0;0;0;0;0;0;0;0;0
RS-BALNEARIO PINHAL;0;0;0;0;0;0;0;0;0
RS-BARAO;0;0;0;0;0;0;0;0;0
RS-BARAO DE COTEGIPE;0;0;0;0;0;0;0;0;0
RS-BARAO DO TRIUNFO;0;0;0;0;0;0;0;0;0
RS-BARRACAO;0;0;0;0;0;0;517,19000000041;0;517,19000000041
RS-BARRA DO GUARITA;0;0;0;0;0;0;0;0;0
RS-BARRA DO QUARAI;0;0;0;0;0;0;0;0;0
RS-BARRA DO RIBEIRO;0;0;0;0;0;0;0;0;0
RS-BARRA DO RIO AZUL;0;0;0;0;0;0;0;0;0
RS-BARRA FUNDA;0;0;0;0;0;0;0;0;0
RS-BARROS CASSAL;0;0;0;0;0;0;0;0;0
RS-BENJAMIN CONSTANT DO SUL;0;0;0;0;0;0;0;0;0
RS-BENTO GONCALVES;0;0;0;0;0;0;0;0;0
RS-BOA VISTA DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-BOA VISTA DO BURICA;0;0;0;0;0;0;0;0;0
RS-BOA VISTA DO CADEADO;0;0;0;0;0;0;0;0;0
RS-BOA VISTA DO INCRA;0;0;0;0;0;0;434,930000000168;0;434,930000000168
RS-BOA VISTA DO SUL;0;0;0;0;0;0;0;0;0
RS-BOM JESUS;0;0;0;0;0;0;0;0;0
RS-BOM PRINCIPIO;0;0;0;0;0;0;0;0;0
RS-BOM PROGRESSO;0;0;0;0;0;0;0;0;0
RS-BOM RETIRO DO SUL;0;0;0;0;0;0;0;0;0
RS-BOQUEIRAO DO LEAO;0;0;0;0;0;0;0;0;0
RS-BOSSOROCA;0;0;0;0;0;0;0;0;0
RS-BOZANO;0;0;0;0;0;0;868,130000000354;0;868,130000000354
RS-BRAGA;0;0;0;0;0;0;0;0;0
RS-BROCHIER;0;0;0;0;0;0;0;0;0
RS-BUTIA;0;0;0;0;0;0;0;0;0
RS-CACAPAVA DO SUL;0;0;0;0;0;0;674,870000000112;0;674,870000000112
RS-CACEQUI;0;0;0;0;0;0;0;0;0
RS-CACHOEIRA DO SUL;0;0;0;0;0;0;5177,2900000005;0;5177,2900000005
RS-CACHOEIRINHA;0;0;0;0;0;0;0;0;0
RS-CACIQUE DOBLE;0;0;0;0;0;0;0;0;0
RS-CAIBATE;0;0;0;0;0;0;1728,34999999963;0;1728,34999999963
RS-CAICARA;0;0;0;0;0;0;0;0;0
RS-CAMAQUA;0;0;0;0;0;529,910000000149;0;0;529,910000000149
RS-CAMARGO;0;0;0;0;0;0;2141,75999999978;0;2141,75999999978
RS-CAMBARA DO SUL;0;0;0;0;0;0;0;0;0
RS-CAMPESTRE DA SERRA;0;0;0;0;0;0;0;0;0
RS-CAMPINA DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-CAMPINAS DO SUL;0;0;0;0;0;0;0;0;0
RS-CAMPO BOM;0;0;0;0;0;0;0;0;0
RS-CAMPO NOVO;0;0;0;0;0;0;1313,79999999981;0;1313,79999999981
RS-CAMPOS BORGES;0;0;0;0;0;0;0;0;0
RS-CANDELARIA;0;0;0;0;0;0;0;0;0
RS-CANDIDO GODOI;0;0;0;0;0;0;0;0;0
RS-CANDIOTA;0;0;0;0;0;0;0;0;0
RS-CANELA;0;0;0;0;0;0;0;0;0
RS-CANGUCU;0;0;0;0;0;0;0;0;0
RS-CANOAS;0;0;0;0;0;0;0;0;0
RS-CANUDOS DO VALE;0;0;0;0;0;0;0;0;0
RS-CAPAO BONITO DO SUL;0;0;0;0;0;0;0;0;0
RS-CAPAO DA CANOA;0;0;0;0;0;0;0;0;0
RS-CAPAO DO CIPO;0;0;0;0;0;0;0;0;0
RS-CAPAO DO LEAO;0;0;0;0;0;0;0;0;0
RS-CAPIVARI DO SUL;0;0;0;0;0;0;0;0;0
RS-CAPELA DE SANTANA;0;0;0;0;0;0;0;0;0
RS-CAPITAO;0;0;0;0;0;0;0;0;0
RS-CARAZINHO;0;0;0;0;0;0;39342,1399999992;0;39342,1399999992
RS-CARAA;0;0;0;0;0;0;0;0;0
RS-CARLOS BARBOSA;0;0;0;0;0;0;0;0;0
RS-CARLOS GOMES;0;0;0;0;0;0;0;0;0
RS-CASCA;0;0;0;0;0;0;0;0;0
RS-CASEIROS;0;0;0;0;0;0;0;0;0
RS-CATUIPE;0;0;0;0;0;0;3931,5;0;3931,5
RS-CAXIAS DO SUL;0;0;0;0;0;0;0;0;0
RS-CENTENARIO;0;0;0;0;0;0;0;0;0
RS-CERRITO;0;0;0;0;0;0;0;0;0
RS-CERRO BRANCO;0;0;0;0;0;0;0;0;0
RS-CERRO GRANDE;0;0;0;0;0;0;0;0;0
RS-CERRO GRANDE DO SUL;0;0;0;0;0;0;0;0;0
RS-CERRO LARGO;0;0;0;0;0;0;0;0;0
RS-CHAPADA;0;0;0;362,439999999944;0;0;2264,37999999942;0;2626,81999999937
RS-CHARQUEADAS;0;0;0;0;0;0;0;0;0
RS-CHARRUA;0;0;0;0;0;0;451,290000000037;0;451,290000000037
RS-CHIAPETTA;0;0;0;0;0;0;4763,59999999963;0;4763,59999999963
RS-CHUI;0;0;0;0;0;0;0;0;0
RS-CHUVISCA;0;0;0;0;0;0;0;0;0
RS-CIDREIRA;0;0;0;0;0;0;0;0;0
RS-CIRIACO;0;0;0;0;0;0;0;0;0
RS-COLINAS;0;0;0;0;0;0;0;0;0
RS-COLORADO;0;0;0;0;0;0;2552,65000000061;0;2552,65000000061
RS-CONDOR;0;0;0;0;0;0;5010,21000000043;0;5010,21000000043
RS-CONSTANTINA;0;0;0;0;0;0;0;0;0
RS-COQUEIRO BAIXO;0;0;0;0;0;0;0;0;0
RS-COQUEIROS DO SUL;0;0;0;0;0;0;0;0;0
RS-CORONEL BARROS;0;0;0;0;0;0;0;0;0
RS-CORONEL BICACO;0;0;0;0;0;0;5386,52999999933;0;5386,52999999933
RS-CORONEL PILAR;0;0;0;0;0;0;0;0;0
RS-COTIPORA;0;0;0;0;0;0;0;0;0
RS-COXILHA;0;0;0;0;0;0;3040,75999999978;0;3040,75999999978
RS-CRISSIUMAL;0;0;0;0;0;0;0;0;0
RS-CRISTAL;0;0;0;0;0;0;0;0;0
RS-CRISTAL DO SUL;0;0;0;0;0;0;0;0;0
RS-CRUZ ALTA;0;0;0;0;0;0;10532,2900000003;0;10532,2900000003
RS-CRUZALTENSE;0;0;0;0;0;0;0;0;0
RS-CRUZEIRO DO SUL;0;0;0;0;0;0;0;0;0
RS-DAVID CANABARRO;0;0;0;0;0;0;0;0;0
RS-DERRUBADAS;0;0;0;0;0;0;0;0;0
RS-DEZESSEIS DE NOVEMBRO;0;0;0;0;0;0;0;0;0
RS-DILERMANDO DE AGUIAR;0;0;0;0;0;0;0;0;0
RS-DOIS IRMAOS;0;0;0;0;0;0;0;0;0
RS-DOIS IRMAOS DAS MISSOES;0;0;0;0;0;0;6570,58999999985;0;6570,58999999985
RS-DOIS LAJEADOS;0;0;0;0;0;0;0;0;0
RS-DOM FELICIANO;0;0;0;0;0;0;0;0;0
RS-DOM PEDRO DE ALCANTARA;0;0;0;0;0;0;0;0;0
RS-DOM PEDRITO;0;0;0;0;0;0;0;0;0
RS-DONA FRANCISCA;0;0;0;0;0;0;0;0;0
RS-DOUTOR MAURICIO CARDOSO;0;0;0;0;0;0;0;0;0
RS-DOUTOR RICARDO;0;0;0;0;0;0;0;0;0
RS-ELDORADO DO SUL;0;0;0;0;0;0;0;0;0
RS-ENCANTADO;0;0;0;0;0;0;0;0;0
RS-ENCRUZILHADA DO SUL;0;0;0;0;0;0;0;0;0
RS-ENGENHO VELHO;0;0;0;0;0;0;0;0;0
RS-ENTRE-IJUIS;0;0;0;0;0;0;20396,830000001;0;20396,830000001
RS-ENTRE RIOS DO SUL;0;0;0;0;0;0;0;0;0
RS-EREBANGO;0;0;0;0;0;0;0;0;0
RS-ERECHIM;0;0;0;0;0;0;1339,21000000089;0;1339,21000000089
RS-ERNESTINA;0;0;0;0;0;0;0;0;0
RS-HERVAL;0;0;0;0;0;0;0;0;0
RS-ERVAL GRANDE;0;0;0;0;0;0;0;0;0
RS-ERVAL SECO;0;0;0;0;0;0;2367,37000000011;0;2367,37000000011
RS-ESMERALDA;0;0;0;0;0;0;468;0;468
RS-ESPERANCA DO SUL;0;0;0;0;0;0;0;0;0
RS-ESPUMOSO;0;0;0;0;0;0;892,589999999851;0;892,589999999851
RS-ESTACAO;0;0;0;0;0;0;973,649999999907;0;973,649999999907
RS-ESTANCIA VELHA;0;0;0;0;0;0;0;0;0
RS-ESTEIO;0;0;0;0;0;0;0;0;0
RS-ESTRELA;0;0;0;0;0;0;0;0;0
RS-ESTRELA VELHA;0;0;0;0;0;0;0;0;0
RS-EUGENIO DE CASTRO;0;0;0;0;0;482,279999999795;450,899999999907;0;933,179999999702
RS-FAGUNDES VARELA;0;0;0;0;0;0;0;0;0
RS-FARROUPILHA;0;0;0;0;0;0;0;0;0
RS-FAXINAL DO SOTURNO;0;0;0;0;0;0;362,439999999944;0;362,439999999944
RS-FAXINALZINHO;0;0;0;0;0;0;0;0;0
RS-FAZENDA VILANOVA;0;0;0;0;0;0;0;0;0
RS-FELIZ;0;0;0;0;0;0;0;0;0
RS-FLORES DA CUNHA;0;0;0;0;0;0;0;0;0
RS-FLORIANO PEIXOTO;0;0;0;0;0;0;0;0;0
RS-FONTOURA XAVIER;0;0;0;0;0;0;0;0;0
RS-FORMIGUEIRO;0;0;0;0;0;0;0;0;0
RS-FORQUETINHA;0;0;0;0;0;0;0;0;0
RS-FORTALEZA DOS VALOS;0;0;0;0;0;0;0;0;0
RS-FREDERICO WESTPHALEN;0;0;0;0;0;0;0;0;0
RS-GARIBALDI;0;0;0;0;0;0;0;0;0
RS-GARRUCHOS;0;0;0;0;0;0;0;0;0
RS-GAURAMA;0;0;0;0;0;0;0;0;0
RS-GENERAL CAMARA;0;0;0;0;0;0;0;0;0
RS-GENTIL;0;0;0;0;0;0;0;0;0
RS-GETULIO VARGAS;0;0;0;0;0;0;6011,58000000054;0;6011,58000000054
RS-GIRUA;0;0;0;0;0;0;5496,33999999939;0;5496,33999999939
RS-GLORINHA;0;0;0;0;0;0;0;0;0
RS-GRAMADO;0;0;0;0;0;0;0;0;0
RS-GRAMADO DOS LOUREIROS;0;0;0;0;0;0;0;0;0
RS-GRAMADO XAVIER;0;0;0;0;0;0;0;0;0
RS-GRAVATAI;0;0;0;0;0;0;0;0;0
RS-GUABIJU;0;0;0;0;0;0;0;0;0
RS-GUAIBA;0;0;0;0;0;0;0;0;0
RS-GUAPORE;0;0;0;0;0;0;0;0;0
RS-GUARANI DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-HARMONIA;0;0;0;0;0;0;0;0;0
RS-HERVEIRAS;0;0;0;0;0;0;0;0;0
RS-HORIZONTINA;0;0;0;0;0;0;0;0;0
RS-HULHA NEGRA;0;0;0;0;0;0;0;0;0
RS-HUMAITA;0;0;0;0;0;0;4586,04999999981;0;4586,04999999981
RS-IBARAMA;0;0;0;0;0;0;0;0;0
RS-IBIACA;0;0;0;478,080000000075;0;0;0;0;478,080000000075
RS-IBIRAIARAS;0;0;0;0;0;0;0;0;0
RS-IBIRAPUITA;0;0;0;0;0;0;0;0;0
RS-IBIRUBA;0;0;0;0;0;0;21774,9999999988;0;21774,9999999988
RS-IGREJINHA;0;0;0;0;0;0;0;0;0
RS-IJUI;0;0;0;0;0;0;3649,15000000037;0;3649,15000000037
RS-ILOPOLIS;0;0;0;0;0;0;0;0;0
RS-IMBE;0;0;0;0;0;0;0;0;0
RS-IMIGRANTE;0;0;0;0;0;0;0;0;0
RS-INDEPENDENCIA;0;0;0;0;0;0;9997,65999999922;0;9997,65999999922
RS-INHACORA;0;0;0;0;0;0;817,439999999944;0;817,439999999944
RS-IPE;0;0;0;0;0;0;0;0;0
RS-IPIRANGA DO SUL;0;0;0;0;0;0;1015,89000000013;0;1015,89000000013
RS-IRAI;0;0;0;0;0;0;0;0;0
RS-ITAARA;0;0;0;0;0;0;0;0;0
RS-ITACURUBI;0;0;0;0;0;0;0;0;0
RS-ITAPUCA;0;0;0;0;0;0;0;0;0
RS-ITAQUI;0;0;0;0;0;0;0;0;0
RS-ITATI;0;0;0;0;0;0;0;0;0
RS-ITATIBA DO SUL;0;0;0;0;0;0;0;0;0
RS-IVORA;0;0;0;0;0;0;0;0;0
RS-IVOTI;0;0;0;0;0;0;0;0;0
RS-JABOTICABA;0;0;0;0;0;0;0;0;0
RS-JACUIZINHO;0;0;0;0;0;0;0;0;0
RS-JACUTINGA;0;0;0;0;0;0;1331,58999999985;0;1331,58999999985
RS-JAGUARAO;0;0;0;0;0;0;411,549999999814;0;411,549999999814
RS-JAGUARI;0;0;0;0;0;0;0;0;0
RS-JAQUIRANA;0;0;0;0;0;0;0;0;0
RS-JARI;0;0;0;0;0;0;0;0;0
RS-JOIA;0;0;0;0;0;0;6772,23000000045;0;6772,23000000045
RS-JULIO DE CASTILHOS;0;0;0;0;0;385,770000000019;374,669999999925;0;760,439999999944
RS-LAGOA BONITA DO SUL;0;0;0;0;0;0;0;0;0
RS-LAGOAO;0;0;0;0;0;0;0;0;0
RS-LAGOA DOS TRES CANTOS;0;0;0;0;0;0;0;0;0
RS-LAGOA VERMELHA;0;0;0;0;0;0;1842,13000000035;0;1842,13000000035
RS-LAJEADO;0;0;0;0;0;0;0;0;0
RS-LAJEADO DO BUGRE;0;0;0;0;0;0;0;0;0
RS-LAVRAS DO SUL;0;0;0;0;0;0;733,029999999795;0;733,029999999795
RS-LIBERATO SALZANO;0;0;0;0;0;0;0;0;0
RS-LINDOLFO COLLOR;0;0;0;0;0;0;0;0;0
RS-LINHA NOVA;0;0;0;0;0;0;0;0;0
RS-MACHADINHO;0;0;0;0;0;0;0;0;0
RS-MACAMBARA;0;0;0;0;0;0;0;0;0
RS-MAMPITUBA;0;0;0;0;0;0;0;0;0
RS-MANOEL VIANA;0;0;0;0;0;0;1373;0;1373
RS-MAQUINE;0;0;0;0;0;0;0;0;0
RS-MARATA;0;0;0;0;0;0;0;0;0
RS-MARAU;0;0;0;0;0;0;1490,52000000002;0;1490,52000000002
RS-MARCELINO RAMOS;0;0;0;0;0;0;0;0;0
RS-MARIANA PIMENTEL;0;0;0;0;0;0;0;0;0
RS-MARIANO MORO;0;0;0;0;0;0;0;0;0
RS-MARQUES DE SOUZA;0;0;0;0;0;0;0;0;0
RS-MATA;0;0;0;0;0;0;451,35999999987;0;451,35999999987
RS-MATO CASTELHANO;0;0;0;0;0;0;0;0;0
RS-MATO LEITAO;0;0;0;0;0;0;0;0;0
RS-MATO QUEIMADO;0;0;0;0;0;0;0;0;0
RS-MAXIMILIANO DE ALMEIDA;0;0;0;0;0;0;0;0;0
RS-MINAS DO LEAO;0;0;0;0;0;0;0;0;0
RS-MIRAGUAI;0;0;0;0;0;0;0;0;0
RS-MONTAURI;0;0;0;0;0;0;0;0;0
RS-MONTE ALEGRE DOS CAMPOS;0;0;0;0;0;0;0;0;0
RS-MONTE BELO DO SUL;0;0;0;0;0;0;0;0;0
RS-MONTENEGRO;0;0;0;0;0;0;0;0;0
RS-MORMACO;0;0;0;0;0;0;0;0;0
RS-MORRINHOS DO SUL;0;0;0;0;0;0;0;0;0
RS-MORRO REDONDO;0;0;0;0;0;0;0;0;0
RS-MORRO REUTER;0;0;0;0;0;0;0;0;0
RS-MOSTARDAS;0;0;0;0;0;0;0;0;0
RS-MUCUM;0;0;0;0;0;0;0;0;0
RS-MUITOS CAPOES;0;0;0;0;0;0;0;0;0
RS-MULITERNO;0;0;0;0;0;0;0;0;0
RS-NAO-ME-TOQUE;0;0;0;0;0;0;2534,50000000093;0;2534,50000000093
RS-NICOLAU VERGUEIRO;0;0;0;0;0;0;0;0;0
RS-NONOAI;0;0;0;0;0;0;1132,84999999963;0;1132,84999999963
RS-NOVA ALVORADA;0;0;0;0;0;0;0;0;0
RS-NOVA ARACA;0;0;0;0;0;0;0;0;0
RS-NOVA BASSANO;0;0;0;0;0;0;0;0;0
RS-NOVA BOA VISTA;0;0;0;0;0;0;544,889999999665;0;544,889999999665
RS-NOVA BRESCIA;0;0;0;0;0;0;0;0;0
RS-NOVA CANDELARIA;0;0;0;0;0;0;0;0;0
RS-NOVA ESPERANCA DO SUL;0;0;0;0;0;0;0;0;0
RS-NOVA HARTZ;0;0;0;0;0;0;0;0;0
RS-NOVA PADUA;0;0;0;0;0;0;0;0;0
RS-NOVA PALMA;0;0;0;0;0;0;0;0;0
RS-NOVA PETROPOLIS;0;0;0;0;0;0;0;0;0
RS-NOVA PRATA;0;0;0;0;0;0;0;0;0
RS-NOVA RAMADA;0;0;0;0;0;0;0;0;0
RS-NOVA ROMA DO SUL;0;0;0;0;0;0;0;0;0
RS-NOVA SANTA RITA;0;0;0;0;0;0;0;0;0
RS-NOVO CABRAIS;0;0;0;0;0;0;0;0;0
RS-NOVO HAMBURGO;0;0;0;0;0;0;0;0;0
RS-NOVO MACHADO;0;0;0;0;0;0;0;0;0
RS-NOVO TIRADENTES;0;0;0;0;0;0;0;0;0
RS-NOVO XINGU;0;0;0;0;0;0;0;0;0
RS-NOVO BARREIRO;0;0;0;0;0;0;0;0;0
RS-OSORIO;0;0;0;0;0;0;0;0;0
RS-PAIM FILHO;0;0;0;0;0;0;0;0;0
RS-PALMARES DO SUL;0;0;0;0;0;0;0;0;0
RS-PALMEIRA DAS MISSOES;0;0;0;0;0;0;3057,75;0;3057,75
RS-PALMITINHO;0;0;0;0;0;0;0;0;0
RS-PANAMBI;0;0;0;0;0;0;27360,2099999993;0;27360,2099999993
RS-PANTANO GRANDE;0;0;0;0;0;0;1879,03000000026;0;1879,03000000026
